ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,,,,,,
174,331885.74,7393462.70,355030807000012,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,MENINO JESUS-HOSP INFANTIL,"INGLESES,DOS,R,258",BELA VISTA,32535200,1329000,2078325.000000,1,Municipal,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
175,333982.62,7384609.08,355030838000198,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AGUA FUNDA (DAVI CAPRISTANO DA COSTA FILHO)-HOSP,"MIGUEL ESTEFANO,AV,3030",SAUDE,50777800,,2070766.000000,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
176,325417.95,7389739.80,355030854000063,3550308005104,54,MORUMBI,10,BUTANTA,Oeste,Oeste,DARCY VARGAS-HOSP INFANTIL / AMB HOSP,"SERAFICO A CARVALHO,R,34",JD GUEDALA,37222087,,2071371.000000,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
177,329864.05,7393898.30,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,EMILIO RIBAS(INST DE INFECTOLOGIA)-HOSP/AMB H,"ARNALDO,DR,AV,165",CERQUEIRA CESAR,30628966,,2028840.000000,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
178,323739.61,7401525.15,355030863000003,3550308005114,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PSIQUIATRICO PINEL-HOSP/ AMB HOSP,"RAIMUNDO PEREIRA DE MAGALHAES,AV,5214",PIRITUBA,39748917,2938000,2077418.000000,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
179,332247.21,7389118.31,355030877000179,3550308005047,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,AMPARO MATERNAL-HOSP/ AMB HOSP,"LOEFGREEN,R,1901",V CLEMENTINO,55748277,4040030,2077388.000000,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
180,332329.08,7389543.66,355030890000123,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ASSOC CRUZ VERDE-HOSP,"DIOGO DE FARIA,R,695",VILA  CLEMENTINO,55797335,,2089572.000000,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
181,331513.64,7389403.25,355030832000003,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,ASSOC DE ASSIS A CRIANCA DEFEITUOSA-AACD,"ASCENDINO REIS,PROF,AV,724",VILA  CLEMENTINO,55760883,,2077655.000000,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
182,320035.29,7401528.39,355030895000067,3550308005111,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,CASA DE SAUDE N SRA DE FATIMA-HOSP,"PAULO ZING, JORNALISTA,AV,393",PIRITUBA,39044500,5157030,2077612.000000,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,0,,,,,,,,
183,346554.28,7395276.12,355030891000071,3550308005147,91,VILA MATILDE,21,PENHA,Leste,Leste 1,"ALEXANDRE ZAIO,DR-HOSP","ALVES MALDONADO,R,128",V  NHOCUNE,,,2080788.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
184,349559.21,7400298.56,355030828000084,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,"ALIPIO CORREA NETO,DR-HOSP","RODRIGO DE BRUN,AL,1989",ERM MATARAZZO,69439944,3807230,2082829.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
185,332597.42,7383781.18,355030838000025,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO DE SABOYA,DR-HOSP JABAQUARA","FRANCISCO DE PAULA Q RIBEIRO,AV,860",JABAQUARA,50115111,4330020,2081970.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
186,345468.63,7390609.12,355030876000154,3550308005156,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,"BENEDICTO MONTE NEGRO,DR-HOSP","ANTONIO LAZARO,R,226",JD. IVA,,3921080,2084139.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
187,340064.89,7396512.74,355030880000026,3550308005036,80,TATUAPE,25,MOOCA,Leste,Leste 1,"CARMINO CARICCHIO,DR-HOSP TATUAPE","CELSO GARCIA,AV,4815",TATUAPE,61917000,3063000,2080346.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
188,321524.45,7383551.94,355030846000263,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,FERNANDO MAURO P DA ROCHA-HOSP CAMPO LIMPO,"TEREZA M. OLIVEIRA, R,17/ ITAPECERICA, ESTR,1661",V  MARACANA,55195800,5835005,2786680.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
189,337701.62,7392281.54,355030853000067,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"IGNACIO PROENCA DE GOUVEA,DR-HOSP","JUVENTUS,R,562",MOOCA,61699923,3124020,2084473.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
190,323895.54,7402041.71,355030863000002,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,"JOSE SOARES HUNGRIA,DR-HOSP PIRITUBA","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000,2945000,2077450.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
191,320001.74,7391242.77,355030867000205,3550308005182,67,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,"MARIO DEGNI,PROF(JD SARAH)-HOSP E MATER","LUCAS DE LEYDE,AV,257",V  ANTONIO,37684900,5376010,2075717.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
192,332700.77,7392766.87,355030849000107,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,SERVIDOR PUBLICO MUNICIPAL-HOSP,"CASTRO ALVES,R,60",ACLIMACAO,32082211,,2752077.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
193,352966.81,7400694.56,355030874000089,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TIDE SETUBAL-HOSP,"JOSE GUILHERME EIRAS,DR,R,123",S M PAULISTA,69568045,8010220,2080583.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
194,352511.17,7396969.70,355030837000041,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"WALDOMIRO DE PAULA,PROF-HOSP","AUGUSTO CARLOS BAUMANN,R,1074",ITAQUERA,69446355,8210590,2077639.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
195,347627.66,7388039.88,355030876000171,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,AEPS DO SAPOPEMBA-HOSP GERAL,"MANUEL FRANCA DOS SANTOS.AV,174",SAO MATEUS,61118669,3975130,2091585.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
196,329125.78,7402148.91,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,"ALVARO DE SOUZA,DR(CACHOIRINHA)-HOSP","EMILIO CARLOS,DEP,AV,3000",CJ HAB V N CACHOEIRINHA,38595226,2720200,2688573.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
197,331436.78,7392349.77,355030890000211,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,BRIGADEIRO(INAMPS)-HOSP/ AMB HOSP,"LUIS ANTONIO,BRIG,AV,2651",JARDIM PAULISTA,32849111,,2088576.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
198,338120.91,7394447.38,355030853000097,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,CANDIDO FONTOURA-HOSP INFANTIL/ PS ESPEC,"SIQUEIRA BUENO,R,1757",BELENZINHO,66052026,3173010,2088517.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
199,332616.80,7393896.04,355030807000094,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,CENTRO DE REFERENCIA DA SAUDE DA MULHER,"LUIS ANTONIO,BRIG,AV,683",JARDIM PAULISTA,31055041,,2078287.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
200,329544.33,7394041.77,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,CLINICAS DAS(FAC DE MED USP)-HOSP INSTITUTO CENTRAL,"ARNALDO,  AV,DR, 455",CERQUEIRA CESAR,30813269,1246903,2078015.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
201,333433.94,7401927.07,355030870000111,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CONJUNTO HOSPITALAR DO MANDAQUI-HOSP,"VOLUNTARIOS DA PATRIA,R,4301",SANTANA,69593611,2401000,2077574.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
202,329766.66,7393791.72,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,"CORACAO,INSTITUTO,DO- HOSP INCOR","ENEAS CARVALHO DE AGUIAR,DR,AV,44",CERQ CESAR,30695219,5403000,2071568.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
203,327703.12,7374649.58,355030830000298,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,GERAL DE GRAJAU - HOSP,"FRANCISCO OCTAVIO PACCA,R,180",PQ DAS NACOES,56619444,4822300,2077671.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
204,356416.45,7394696.98,355030831000008,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GERAL DE GUAIANAZES-HOSP JESUS T COSTA,"OTELO AUGUSTO RIBEIRO,R,899",GUAIANAZES,2076018,,2079240.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
205,328912.92,7380074.53,355030816000106,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,GERAL DE PEDREIRA-HOSP/ AMB HOSP,"JOAO FRANCISCO DE MOURA,R,251",V CAMPO GRANDE,56135900,4455170,2066092.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
206,324580.79,7406077.14,355030842000064,3550308005188,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,GERAL DE TAIPAS-HOSP KATIA DE SOUZA RODRIGUES,"ELISIO TEIXEIRA LEITE,AV,7000",PARADA TAIPAS,39730400,,2082225.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
207,358285.22,7401332.48,355030836000109,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,GERAL ITAIM PAULISTA-HOSP,"MARECHAL TITO,AV,6035",ITAIM PAULISTA,69636300,8115100,2077620.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
208,326495.68,7377144.89,355030823000136,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,INTERLAGOS-HOSP/ MATERN,"LEONOR ALVIM,R,211",CID DUTRA,56660222,4802190,2065665.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
209,335573.75,7390883.99,355030834000022,3550308005043,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA-HOSP,"NAZARE,AV,28",IPIRANGA,2157799,4262000,2077523.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
210,337844.83,7396209.13,355030808000008,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,LEONOR MENDES DE BARROS-MATER/ AMB HOSP,"CELSO GARCIA,AV,2477",BRAS,66944987,,2077701.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
211,326006.07,7382830.18,355030871000061,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,REGIONAL SUL-HOSP/ AMB HOSP,"ROBERTO ALVES DE CARVALHO F,GAL,AV,270",STO  AMARO,55226033,4744000,2091313.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
212,348222.83,7389854.13,355030873000062,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATHEUS DR MANOEL BIFULCO-HOSP,"ANGELO DE CANDIA,R,540",SAO MATEUS,,,2077493.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
213,331057.03,7389390.00,355030832000003,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,SERVIDOR PUBLICO ESTADUAL-HOSP,"PEDRO DE TOLEDO,R,1800",V CLEMENTINO,50888000,4029000,2058502.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
214,322337.69,7392958.33,355030812000020,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,UNIVERSITARIO(MEC MPAS)-HOSP,"LINEU PRESTES,PROF,AV,2565",BUTANTA,38127711,5508900,2076926.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
215,340568.45,7389877.58,355030893000160,3550308005082,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V ALPINA-HOSPITAL,"FRANCISCO FALCONI,R,1501",V ALPINA,63182100,3227000,2077426.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
216,326874.39,7401993.40,355030829000031,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,V PENTEADO DR JOSE PANGELLA-HOSP,"PETRONIO PORTELA,MIN,AV,1642",ITABERABA,39769911,2959000,2091755.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
217,324790.90,7392499.03,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,VITAL BRASIL-HOSP,"VITAL BRASIL,AV,1500",BUTANTA,37267222,,2091356000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
218,325448.11,7374766.40,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,WLADIMIR ARRUDA-HOSP FASA,"ENEAS DE SIQUEIRA NETO,PROF,R,340",JD  IMBUIAS,55458973,4829300,,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
219,335341.21,7392515.97,355030814000014,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,GERAL DE SAO PAULO-HOSP/ AMB HOSP,"OUVIDOR PORTUGAL,R,230",V MONUMENTO,69151342,1551000,2078007.000000,3,Federal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
220,332266.31,7389365.84,355030890000123,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,S PAULO-HOSP(ESC PAUL MEDICINA)UNI PESQ/AMB H,"NAPOLEAO DE BARROS,R,715",V CLEMENTINO,55721922,4024002,2077485.000000,3,Federal,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
221,324941.02,7389044.62,355030854000067,3550308005104,54,MORUMBI,10,BUTANTA,Oeste,Oeste,ALBERT EINSTEIN-HOSP,"ALBERT EISTEIN,AV,627/701",MORUMBI,,,2058391.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
222,335734.21,7389558.54,355030834000034,3550308005043,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ANTONIO DE ALVARENGA-HOSP/ MAT,"NAZARE,AV,1361",IPIRANGA,2741755,4263200,2077469.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
223,326344.99,7397438.06,355030848000002,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,ASSOCIACAO BENEF SOROCABANA-HOSP/ AMB HOSP,"FAUSTOLO,R,1633",LAPA,38730522,5040001,2076934.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
224,332405.60,7392590.72,355030807000074,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,BENEFICENCIA PORTUGUESA-HOSP/ SERV DIAG TERAP,"MAESTRO CARDIM,R,769",BELA VISTA,32535022,1323001,2080575.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
225,322511.16,7377002.06,355030846000242,3550308005221,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CASA DE SAUDE N SRA CAMINHO/SGDO CORACAO-HOSP,"ESTRADA DA RIVIERA,4742",RIVIERA PAULISTA,55176100,4916000,2089637.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
226,332864.60,7392894.56,355030849000106,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,FUNDACAO ANTONIO PRUDENTE-HOSP DO CANCER,"ANTONIO PRUDENTE,PROF,R,211",LIBERDADE,,,2077531.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
227,337617.63,7393217.23,355030853000033,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,"PASCOAL MOREIRA,R,486",MOOCA,,,2091550.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
228,337062.67,7389736.78,355030834000157,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,MONUMENTO-HOSP/ PS ESPEC,"LIMA E SILVA,R,1020",IPIRANGA,2732277,4215020,2077752.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
229,341752.58,7397168.20,355030859000116,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,N SRA DA PENHA-HOSP/ AMB HOSP,"ARNALDO VALLARDI PORTILHO,R,90",PENHA,61905000,3632030,2077442.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
230,334493.41,7396674.90,355030856000016,3550308005015,56,PARI,25,MOOCA,Leste,Leste 1,N SRA DO PARI-HOSP E MATERN/ AMB HOSP,"HAHNEMANN,R,234",PARI,32286533,3031040,2091399.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
231,350748.08,7394260.65,355030857000012,3550308005204,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SANTA MARCELINA-HOSP,"SANTA MARCELINA,R,177",V CARMOSINA,61706000,8270070,2077477.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
232,333121.56,7393726.93,355030849000109,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,SOCIEDADE ASSISTENCIAL BANDEIRANTES-HOSP/AMB H,"GALVAO BUENO,R,257",LIBERDADE,33452000,1506000,2077507.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
233,326066.82,7383441.52,355030871000031,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,STA CASA DE SANTO AMARO-HOSP,"ISABEL SCHMIDT,59",STO  AMARO,,4743030,2075962.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
234,333396.24,7389424.74,355030890000117,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,STA CRUZ-HOSP/ SERV DIAG TERAPIA,"SANTA CRUZ,R,398",V MARIANA,50802000,,2082624.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
235,339332.20,7403519.80,355030839000030,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,VERA CRUZ-HOSP,"ALTO PARAGUAI,R,362",JD MODELO,,,2091763.000000,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,0,,,,,,,,
236,335889.43,7390415.51,355030834000001,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA-LABORATORIO MUNICIPAL,"MARCHETTI , PE,R, 557",IPIRANGA,61618379,4606000,2027097.000000,1,Municipal,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
237,323971.63,7395950.39,355030802000061,3550308005106,2,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,LAPA-LABORATORIO MUNICIPAL,"QUEIROZ FILHO, AV,313",PQ. DA LAPA,30212171,5319000,2752085.000000,1,Municipal,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
238,326943.54,7401188.47,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,N SRA DO O-LABORATORIO MUNICIPAL,"ITABERABA,AV,1377",FREGUESIA DO  O,39750698,2734000,2027089.000000,1,Municipal,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
239,338485.03,7391172.18,355030893000064,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-LABORATORIO MUNICIPAL,"VEIGA CABRAL,PCA,108",V  PRUDENTE,2720462,3132050,2766035.000000,1,Municipal,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
240,332058.29,7385863.82,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,JABAQUARA-LABORATORIO LOCAL,"CECI,AV,2235",PLANALTO PTA,55810764,4065004,,2,Estadual,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
241,351341.12,7399131.99,355030887000082,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,S MIGUEL PAULISTA-LABORATORIO  II,"MARIA SANTANA, AV. 101",JD STA MARIA,61537257,,,2,Estadual,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
242,324901.50,7383342.71,355030871000065,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO- LABORATORIO II,"PAULA CRUZ,AV,71",JD. DOM BOSCO,55487967,4757120,,2,Estadual,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
243,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,STA CECILIA- LABORATORIO,"VITTORINO CARMILLO,R,599",CAMPOS ELISEOS,36675817,1153000,,2,Estadual,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
244,338026.37,7398640.56,355030889000164,3550308005033,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,TUCURUVI- LABORATORIO LOCAL,"GUILHERME COTCHING,AV,1800",V MARIA,69670966,2113012,,2,Estadual,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
245,333462.63,7390378.42,355030890000216,3550308005020,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,MACHADO GUERREIRO -LAC,"LINS DE VASCONCELOS,AV,3208",V MARIANA,55790009,,,4,Privado,35,LABORATORIO ,2,APOIO DIAGNOSTICO,0,,,,,,,,
246,333868.66,7398908.57,355030870000060,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CENTRO DE CONTROLE DE ZOONOSES-SANTANA,"EULALIA,STA,R,86",SANTANA,62219755,,,1,Municipal,50,LABORATORIO DE ZOONOSES,4,VIGILANCIA EM SAUDE,0,,,,,,,,
247,357241.82,7399449.64,355030836000299,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-PA","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69632635,8140270,2040727.000000,1,Municipal,38,PRONTO ATENDIMENTO (PA),6,URGENCIA/EMERGENCIA,0,,,,,,,,
248,357095.53,7389322.81,355030825000217,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"GLORIA R S BONFIM,DRA-PA","METALURGICOS,DOS,AV,2820",CIDADE TIRADENTES,62820502,8471000,2069040.000000,1,Municipal,38,PRONTO ATENDIMENTO (PA),6,URGENCIA/EMERGENCIA,0,,,,,,,,
249,317883.31,7382876.41,355030819000150,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA-PA,"SORIANO DE ALBUQUERQUE,R,77",JD. MACEDONIA,58220316,,4049918.000000,1,Municipal,38,PRONTO ATENDIMENTO (PA),6,URGENCIA/EMERGENCIA,0,,,,,,,,
250,324043.04,7363462.70,355030855000022,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-PA,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860,4890430,4050150.000000,1,Municipal,38,PRONTO ATENDIMENTO (PA),6,URGENCIA/EMERGENCIA,0,,,,,,,,
251,348994.73,7388541.37,355030873000050,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS II-PA,"JOAO BALAN,MTO,R,88",CIDADE SAO MATEUS,69196018,3963030,2075423.000000,1,Municipal,38,PRONTO ATENDIMENTO (PA),6,URGENCIA/EMERGENCIA,0,,,,,,,,
252,331282.68,7396658.88,355030869000009,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"ALVARO DINO DE ALMEIDA,DR-PS BARRA FUNDA","VITORINO CARMILO,R,717",CAMPOS ELISEOS,38265666,,4050320.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,
253,336065.66,7385404.39,355030868000072,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,"AUGUSTO G MATOS,DR-PS","JULIO FELIPE GUEDES,R,200",V DAS MERC-S,69468294,4174040,2037971.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,
254,324333.08,7370061.55,355030855000011,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BALNEARIO SAO JOSE-PS,"GARPAR LEME,R.,S/N",BALNEARIO SAO JOSE,59797173,4864050,2752093.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,
255,322462.47,7390695.69,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"CAETANO VIRGILIO NETO,DR-PS","AUGUSTO FARINHA,R,1125",JD. PINHEIROS,37316018,5594001,2027100.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/EMERGENCIA,0,,,,,,,,
