ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
205,352867.13,7400735.09,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES - CEO,"R JOAO AUGUSTO MORAIS, 347",V AMERICANA,29568122,8010130,7975473,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0
206,351299.99,7385828.42,355030875000151,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD SAO FRANCISCO II - AMA/UBS INTEGRADA,"R BANDEIRA DE ARACAMBI, 704",JD  SAO FRANCISCO,27516712,8310010,2788527,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
208,332060.24,7385924.09,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA-CEO,"AV CECI, 2235",PLANALTO PAULISTA,55812828,#NULL!,9026525,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0
209,336082.67,7398417.94,355030886000029,3550308005031,86,VILA GUILHERME,07,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA/ VILA GUILHERME - CEO,"R JOAO VENTURA BATISTA, 615",V GUILHERME,29015883,2054100,2788950,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0
210,343527.60,7396410.26,355030891000098,3550308005076,91,VILA MATILDE,21,PENHA,Leste,Leste 1,PENHA-CEO FERREIRA DO VALLE,"R DR EDGAR GARCIA VIEIRA, 130",VILA MATILDE,26515123,3510040,3382613,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0
211,329180.53,7394226.92,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,LAPA-CEO,"AV DR ARNALDO,925",JD AMERICA,38627139,1246904,3257797,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO,1,AMBULATORIOS ESPECIALIZADOS,0
212,321325.55,7386402.04,355030817000137,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,UMARIZAL - CENTRO DE  REABILITACAO,"R GUARAMEMBE, 589",JD UMARIZAL,58417414,5756350,2091690,2,Estadual,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
213,322942.25,7385740.69,355030883000024,3550308005176,83,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,INSTITUTO DE REABILITACAO LUCY MONTORO,"R JANDIATUBA, 200",VILA ANDRADE,39058300,5716150,5451612,2,Estadual,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,49
214,356181.01,7395571.52,355030896000089,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,GUAIANAZES - CENTRO DE PRATICAS NATURAIS EM SAUDE,"R SERRA DAS ARARAS, 314",GUAIANAZES,25544124,8451050,5841666,1,Municipal,16,CENTRO DE REFERENCIA,1,AMBULATORIOS ESPECIALIZADOS,0
216,330613.53,7397759.70,355030806000026,3550308005029,6,BARRA FUNDA,08,LAPA,Oeste,Oeste,ALEXANDRE VRANJAC (ESCOLA BARRA FUNDA) - CS,"AV DR ABRAAO RIBEIRO, 283",BARRA FUNDA,34662502,1133020,3913007,4,Privado,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
217,324795.43,7392496.10,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"SAMUEL BANSLEY PESSOA,DR,EXP BUTANTA-CS","AV VITAL BRASIL, 1490",BUTANTA,37267492,5503000,2091348,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
218,329183.62,7394215.55,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,GERALDO H P DE SOUZA-CS II,"AV DR ARNALDO, 925",PACAEMBU,30851134,1246904,2091321,2,Estadual,18,CENTRO DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
219,320361.91,7384500.83,355030817000192,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ IPE- CTA DST/AIDS,"R FRANCISCO ANTUNES MEIRA, 255",PQ IPE,58428962,5742060,2815230,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
220,356673.70,7389004.94,355030825000208,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES-CTA DST/AIDS,"R LUIS BORDESE, 96",CIDADE TIRADENTES,22827055,8471780,3009769,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
221,355430.15,7395523.05,355030831000104,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - CTA DST/AIDS,"R CENTRALINA, 168",GUAIANASES,25545312,8410000,7047568,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
222,357328.54,7400276.83,355030836000103,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,SERGIO AROUCA-CTA DST/AIDS,"R VALENTE DE NOVAIS, 9",ITAIM PAULISTA,25613052,8120420,3024652,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
223,336917.05,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,CTA DST/AIDS - MOOCA,"R TAQUARI, 549",MOOCA,26943338,3166000,7045212,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
224,323554.81,7401593.04,355030863000002,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,PIRITUBA-CTA DST/AIDS,"AV DR FELIPE PINEL, 12",PIRITUBA,39748569,2939000,2752050,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
225,326228.33,7383237.21,355030871000029,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CTA DST/AIDS,"R PROM GABRIEL NETTUZZI PEREZ, 159",SANTO AMARO,56869960,4743020,2027259,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
226,347981.00,7390309.88,355030873000102,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - CTA DST/AIDS,"AV MATEO BEI, 838",SAO MATEUS,29190697,3949000,3219798,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
227,353197.30,7400830.21,355030874000094,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,S MIGUEL- CTA DST/AIDS,"R ENG MANUEL OSORIO, 1517",SAO MIGUEL PAULISTA,20976052,8010160,2752069,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
228,332899.11,7394825.39,355030878000005,3550308005001,78,SE,09,SE,Centro,Centro,HENFIL-CTA  DST/AIDS,"R LIBERO BADARO, 144",CENTRO,32412224,1008000,2752042,1,Municipal,19,CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS,8,UNIDADES DST/AIDS,0
229,323217.66,7390469.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CER II BUTANTA- CER II,"R JOAO GUERRA, 247",JD. PERI PERI,37429513,5535100,7954913,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
230,328177.07,7385798.44,355030815000046,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO - CER III,"AV PROF VICENTE RAO, 429",JD PETROPOLIS,50963466,4636000,6516998,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
232,326884.49,7399518.02,355030829000122,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O BRASILANDIA - CER II,"R ENG EDGARD FERREIRA B JUNIOR, 75",FREGUESIA,39316744,2910015,6930980,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
233,355797.69,7393980.60,355030831000169,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - CER II,"R MACABU, 35",JD. SAO CARLOS,20169559,8411470,7739834,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
234,335878.32,7390404.65,355030834000008,3550308005043,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,FLAVIO GIANNOTTI - CER IV,"R PADRE MARCHETTI,557",IPIRANGA,20633144,4211000,7642008,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
235,358533.77,7400023.72,355030836000001,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMARGO NOVO-CER II,"R BOIGUACU, 51",JD. CAMARGO NOVO,25675959,8120270,7403496,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
236,320359.88,7378713.48,355030843000411,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,M' BOI MIRIM - CER IV,"AV ALEXANDRINA MALISANO DE LIMA, S/N",JARDIM ANGELA,58326643,4920000,6657141,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
237,326313.72,7397405.79,355030848000002,3550308005058,48,LAPA,08,LAPA,Oeste,Oeste,LAPA - CER II,"R CATAO, 420",V ROMANA,,5049000,7646410,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
238,330787.54,7378480.85,355030858000064,3550308005213,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - CER II,"R CORREGO AZUL, 433",BALNEARIO MAR PAULISTA,56128935,4463010,7706332,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
239,341753.22,7397288.26,355030859000117,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,CER II PENHA,"PC NSRA DA PENHA, 55",PENHA,22252537,3632010,7641974,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
240,331307.95,7396601.58,355030869000001,3550308005027,69,SANTA CECILIA,09,SE,Centro,Centro,SE (SANTA CECILIA) - CER III,"R VITORINO CARMILO, 599",STA CECILIA,38260096,1153000,7407610,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
241,347464.01,7389403.35,355030873000125,3550308005207,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,TIETE - CER II,"AV ENGENHO NOVO, 82",JD TIETE,20171431,3943020,7393822,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
242,352879.71,7400753.93,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES - CER IV,"R PROF ANTONIO GAMA DE CERQUEIRA, 347",SAO MIGUEL,29569099,8010130,7642016,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
243,347691.11,7387866.12,355030876000172,3550308005209,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,SAPOPEMBA - CER III,"R JOAO LOPES DE LIMA, 1151",JD SAPOPEMBA,20197100,3976020,7641990,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
244,332068.93,7385923.31,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA - CER II,"AV CECI, 2235",PLANALTO PAULISTA,22756487,4065004,7736878,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
245,339142.36,7395122.36,355030880000099,3550308005038,80,TATUAPE,25,MOOCA,Leste,Leste 1,"SALOMAO CROCHIK, DR - CER II TATUAPE","PC MANOEL DE BORGES SOUZA NUNES, 650",TATUAPE,20978901,3304065,2027607,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
246,335280.11,7402132.30,355030882000068,3550308005066,82,TUCURUVI,05,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO, DR - CER /AE","AV NOVA CANTAREIRA, 1476",TUCURUVI,29967679,2331002,2751984,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
247,356358.13,7399063.72,355030884000075,3550308005248,84,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS - CER II,"R SETE ESTRELAS, 486",JD CAMPOS,20354034,8152040,7389760,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
248,335512.50,7399727.28,355030886000033,3550308005031,86,VILA GUILHERME,07,VILA MARIA-VILA GUILHERME,Norte,Norte 1,CARANDIRU-CER III,"R JOSE PEREIRA JORGE, 305",CARANDIRU,34758800,2067020,7766904,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
249,338494.30,7391118.24,355030893000064,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - CER II,"PC DO CENTENARIO DE VILA PRUDENTE, 108",VILA PRUDENTE,22742523,3132050,7641982,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
250,334370.31,7398947.47,355030870000053,3550308005064,70,SANTANA,05,SANTANA-TUCURUVI,Norte,Norte 2,TUCURUVI - CER,"AV ZAKI NARCHI, 357",CARANDIRU,22045311,2029000,7798903,1,Municipal,20,CENTRO ESPECIALIZADO EM REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0
251,326948.38,7401193.51,355030829000013,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"AV ITABERABA, 1377",FREGUESIA DO O,39759473,2734000,2752026,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
252,341715.01,7397318.86,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,PENHA-CENTRO DE REFERENCIA E DST/AIDS,"PC NSRA DA PENHA, 55",PENHA DE FRANCA,20966926,3662060,2027313,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
253,326298.61,7383546.84,355030871000030,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CR DST/AIDS,"R PADRE JOSE DE ANCHIETA, 640",STO  AMARO,56861613,4742001,2786656,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
254,333079.40,7389453.57,355030890000056,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO REFERENCIA DST/AIDS,"R STA CRUZ, 81",V MARIANA,50879911,4121000,2077957,2,Estadual,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,50
255,326933.51,7401042.49,355030829000002,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CRST,"AV ITABERABA, 1210",FREGUESIA DO O,39763474,2734000,2786672,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
256,351402.68,7396001.67,355030837000019,3550308005202,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,LESTE - CRST,"R BARROS CASSAL, 71",VILA AMERICANA,29569099,8210180,6357091,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
257,336801.73,7394433.17,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CRST,"PC CIRO PONTES, 0",MOOCA,26047207,3166030,2086794,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
258,327501.48,7396206.93,355030860000198,3550308005057,60,PERDIZES,08,LAPA,Oeste,Oeste,LAPA-CRST,"R BARAO DO BANANAL, 1301",V  POMPEIA,38652077,5024000,2046377,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
259,332576.71,7394990.83,355030866000003,3550308005003,66,REPUBLICA,09,SE,Centro,Centro,CENTRO REFERENCIA ESTADUAL SAUDE TRABALHADOR - CEREST,"R CONS CRISPINIANO, 20",CENTRO,32599075,1037000,3389790,2,Estadual,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
260,326341.40,7383688.79,355030871000098,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CRST,"AV ADOLFO PINHEIRO, 581",SANTO AMARO,55235382,4733100,2752034,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
261,333797.74,7394537.14,355030878000003,3550308005001,78,SE,09,SE,Centro,Centro,ANDRE GRABOIS-CRST,"R FREDERICO ALVARENGA, 259",PD D PEDRO II,32410418,1020030,2786664,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
262,328762.41,7394392.93,355030845000168,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO ONCOCENTRO DE SAO PAULO-CE,"R OSCAR FREIRE, 2396",PINHEIROS,30898755,5409012,2069601,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
263,333268.70,7389733.72,355030890000056,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ADYR AMARAL GURGEL-CLINICA ODONTOLOGICA,"R S SAMUEL, 70",VILA MARIANA,55494449,4120030,5375711,1,Municipal,27,CLINICA ODONTOLOGICA,1,AMBULATORIOS ESPECIALIZADOS,0
264,356979.97,7401031.45,355030836000231,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA-COE,"PC MAJ JOSE LEVI SOBRINHO, 139",ITAIM PAULISTA,25619443,8110460,7979371,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES/COE,1,AMBULATORIOS ESPECIALIZADOS,0
265,339203.49,7392421.28,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,MOOCA - HOSPITAL DIA DA REDE HORA CERTA,"R FAROL PAULISTANO, 410",JD ITALIA,23064522,3192060,6135749,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,6
266,327921.33,7403064.53,355030811000037,3550308005120,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,BRASILANDIA/FO - HOSPITAL DIA DA REDE  HORA CERTA,"R RUI DE MORAIS APOCALIPSE, 2",BRASILANDIA,39236404,284260,7019076,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,3
267,323217.66,7390469.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA - HOSPITAL DIA DA REDE HORA CERTA,"R JOAO GUERRA, 247",JD. PERI PERI,37420552,5535100,2027240,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,5
268,319801.56,7385478.37,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,CAMPO LIMPO - HOSPITAL DIA DA REDE HORA CERTA,"AV AMADEU DA SILVA SAMELO, 423",JARDIM MARTINICA,58423403,5760140,6998178,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,10
269,335850.01,7390507.99,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI, DR - HOSPITAL DIA DA REDE HORA CERTA","R XAVIER DE ALMEIDA, 210",IPIRANGA,20630622,4211000,2751860,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,12
270,358183.36,7401303.37,355030836000109,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,HOSPITAL -DIA DA REDE HORA CERTA - ITAIM PAULISTA,"AV MAL TITO, 6577",ITAIM PAULISTA,25722573,8115100,6136028,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,5
271,318440.39,7373943.62,355030843000272,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,HOSPITAL-DIA DA REDE HORA CERTA - M'BOI MIRIM II,"AV DOS FUNCIONARIOS PUBLICOS, 379",JD VERA CRUZ,58985900,4962000,7378394,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,5
272,322905.93,7381593.71,355030846000045,3550308005225,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,HOSPITAL-DIA DA REDE HORA CERTA - M'BOI MIRIM I,"R PHILIPPE DE VITRY, 280",JD STA JOSEFINA,58947251,5819080,2091658,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,5
273,326317.06,7397424.99,355030848000002,3550308005058,48,LAPA,08,LAPA,Oeste,Oeste,LAPA - HOSPITAL DIA DA REDE  HORA CERTA,"R CATAO, 380",V ROMANA,38629197,5049000,6998194,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,8
274,330757.65,7378473.30,355030858000064,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - HOSPITAL DIA DA REDE HORA CERTA,"R CORREGO AZUL, 433",PEDREIRA,56144440,4463010,2751925,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,8
275,341715.01,7397318.86,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,HOSPITAL-DIA DA REDE HORA CERTA - PENHA,"PC NSRA DA PENHA, 55",PENHA DE FRANCA,20924845,3632010,2751933,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,10
276,347714.12,7390679.76,355030873000133,3550308005208,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS - HOSPITAL DIA DA REDE HORA CERTA,"R AUGUSTO FERREIRA RAMOS, 9",S MATHEUS,29195248,3947030,6391869,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,8
277,336082.67,7398417.94,355030886000029,3550308005031,86,VILA GUILHERME,07,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V GUILHERME- HOSPITAL DIA DA REDE HORA CERTA,"R JOAO VENTURA BATISTA, 615",V GUILHERME,,2054100,7979649,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,5
278,338480.85,7391125.40,355030893000064,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - HOSPITAL DIA DA REDE HORA CERTA,"PC DO CENTENARIO DE VILA PRUDENTE, 108",V  PRUDENTE,22731665,3132050,2751852,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,6
279,325300.90,7374568.92,355030823000092,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CAPELA DO SOCORRO - HOSPITAL DIA DA REDE HORA CERTA,"R CASSIO DE CAMPOS NOGUEIRA, 2031",JD DAS IMBUIAS,21418974,4829310,7992890,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,6
280,352926.55,7400778.66,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,HOSPITAL-DIA DA REDE HORA CERTA - S MIGUEL TITO LOPES,"R JOAO AUGUSTO MORAIS, 348",V AMERICANA,29565690,8010130,2751976,1,Municipal,57,HORA CERTA,1,AMBULATORIOS ESPECIALIZADOS,8
281,334481.53,7392822.24,3550308005006,3550308005006,14,CAMBUCI,09,SE,Centro,Centro,SANTA MARIA CRUZ AZUL - HOSP,"AV LINS DE VASCONCELOS, 356",CAMBUCI,33484000,1538000,2078589,4,Privado,30,HOSPITAL,7,HOSPITAL,345
282,343610.97,7393605.47,355030820000082,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,CASA DA CRIANCA BETINHO LAR ESPIRITA P/ EXCEPCIONAIS,"R VACANGA, 300",V CARRAO,67817366,3433020,2076985,4,Privado,30,HOSPITAL,7,HOSPITAL,89
283,356770.45,7389691.05,355030825000281,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CARMEN PRUDENTE -  HOSPITAL CIDADE TIRADENTES,"AV DOS METALURGICOS, 2100",CIDADE TIRADENTES,25596200,8471000,5420938,1,Municipal,30,HOSPITAL,7,HOSPITAL,179
284,331658.77,7395460.64,355030826000077,3550308005012,26,CONSOLACAO,09,SE,Centro,Centro,ARNALDO V DE CARVALHO-INSTITUTO CANCER,"R DR CESARIO MOTA JUNIOR, 112",V BUARQUE,2227088,1221020,2080125,4,Privado,30,HOSPITAL,7,HOSPITAL,68
285,338241.08,7403975.86,355030839000004,3550308005070,39,JACANA,06,JACANA-TREMEMBE,Norte,Norte 1,DOM PEDRO II - HOSP GERIATRICO,"AV GUAPIRA, 2674",JACANA,62414411,2265002,2688581,4,Privado,30,HOSPITAL,7,HOSPITAL,457
286,338444.63,7404642.15,355030839000018,3550308005070,39,JACANA,06,JACANA-TREMEMBE,Norte,Norte 1,S LUIZ GONZAGA-HOSP,"R MICHEL OUCHANA, 94",JACANA,34661000,2276140,2076896,1,Municipal,30,HOSPITAL,7,HOSPITAL,157
287,339571.96,7408017.14,355030839000116,3550308005136,39,JACANA,06,JACANA-TREMEMBE,Norte,Norte 1,CASA DE DAVID - HOSP,"RV FERNAO DIAS, 82",VILA AIROSA,64551133,2284000,2688522,4,Privado,30,HOSPITAL,7,HOSPITAL,281
