ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
182,326510.54,7382722.89,355030871000060,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CR DST/AIDS,"CARLOS GOMES,R,695",STO  AMARO,56861613.000000,4744001,2786656,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
183,326943.54,7401188.47,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"ITABERABA,AV,1377",FREGUESIA DO O,39759473.000000,2734000,2752026,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
184,341682.53,7397300.57,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,PENHA-CENTRO DE REFER-NCIA E DST/AIDS,"NOSSA SENHORA DA PENHA,PCA, 55",PENHA DE FRANCA,2966926.000000,3662060.000000,2027313,1,Municipal,21,CENTRO REFERENCIA  DST/AIDS,8,UNIDADES DST/AIDS,0
185,332565.03,7394994.01,355030866000003,3550308005003,66,REPUBLICA,9,SE,Centro,Centro,CENTRO REFERENCIA SAUDE TRABALHADOR-CEREST,"CRISPINIANO,CONS,20",CENTRO,32599075.000000,01037000,3389790,2,Estadual,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
186,339192.75,7395061.78,355030880000099,3550308005038,80,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE-CRI,"JARINU,R,730",TATUAPE,61977989.000000,3306000,2027607,1,Municipal,16,CENTRO REFERENCIA INFANTIL,1,AMBULATORIOS ESPECIALIZADOS,0
187,326279.95,7383665.47,355030871000013,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CRST,"ADOLFO PINHEIRO,AV,581",SANTO AMARO,55235382.000000,4733100.000000,2752034,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
188,327933.57,7396500.20,355030860000092,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,LAPA-CRST,"COTOXO,R,664",V  POMPEIA,38652213.000000,5021000,2046377,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
189,333808.17,7394491.63,355030878000041,3550308005001,78,SE,9,SE,Centro,Centro,ANDRE GRABOIS-CRST,"FREDERICO ALVARENGA,R,259,5A",PQ. D. PEDRO II,32410418.000000,1020030,2786664,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
190,326915.33,7401051.35,355030829000002,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-CRST,"ITABERABA,AV,1210",FREGUESIA DO O,39763474.000000,2734000,2786672,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
191,336889.56,7393258.63,355030853000005,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA-CRST,"PAES DE BARROS,AV,872",MOOCA,66050220.000000,3114000.000000,2086794,1,Municipal,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0
192,332058.39,7385863.71,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,VILA MARIANA-CEO,"CECI,AV,2235",PLANALTO PAULISTA,55812828.000000,,9999925,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
193,343470.04,7396340.65,355030891000098,3550308005076,91,VILA MATILDE,21,PENHA,Leste,Leste 1,PENHA-CEO,"EDGAR GARCIA VIEIRA,R,DR,130",VILA MATILDE,66515123.000000,3510040.000000,3382613,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
194,339158.32,7392397.64,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,V BERTIOGA- PROF.DOMINGOS DELASCIO - CEO,"FAROL PAULISTANO,R,410",JD ITALIA,69561066.000000,3192060,2752344,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
195,321513.27,7384723.21,355030817000144,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PQ ARARIBA-CEO,"FRANCISCO SOARES,R,81",JD. INGA,55115573.000000,5774300,2788268,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
196,326934.36,7397585.80,355030848000036,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA-CEO,"GUAICURUS,1000",LAPA,36736022.000000,5033002.000000,3257797,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
197,349442.73,7400462.37,355030828000026,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - CEO,"JOSE GOES NOGUEIRA,R,70",V  PARANAGUA,65460098.000000,,9999916,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
198,355435.95,7393891.54,355030831000131,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS-CEO,"MACABU,R,34",JD. SAO CARLOS,65577021.000000,8401470,4050312,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
199,320319.80,7401253.76,355030895000061,3550308005111,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,PIRITUBA-CEO,"MARCELA ALVES DE CASSIA,R,175",JD JARAGUA,39048999.000000,,9999919,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
200,330054.95,7399094.36,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,"WALTER ELIAS,DR- CASA VERDE BAIXA CEO","MOURAO VIEIRA,R,11",CASA VERDE,38588593.000000,2518020,2091712,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
201,325881.75,7382928.93,355030871000062,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO-CEO,"PAULO EIRO,R,19/23",STO  AMARO,55486611.000000,4752010,9999920,1,Municipal,24,CLINICA DE ESPECIALIDADES ODONTOLOGICAS,1,AMBULATORIOS ESPECIALIZADOS,0
202,330641.15,7394806.08,355030826000001,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,CLINICA ESPEC CPU -CL-NICA,"ANGELICA ,AV,1814",HIGIENOPOPLIS,,1228200,3328724,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
203,352175.54,7396777.39,355030837000015,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CLINICA LESTE-CLINICA NEFROLOGICA,"AUGUSTO CARLOS BAUMANN,R,623",ITAQUERA,62053888.000000,8210590,2073471,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
204,330367.83,7395791.29,355030826000093,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SAMARIM ASSIST NEFROLOGICA,"BROTERO,CONS,1486",STA CECILIA,38215371.000000,1232010,2077728,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
205,331480.19,7394324.35,355030807000132,3550308005009,7,BELA VISTA,9,SE,Centro,Centro,INSTITUTO DE ONCOLOGIA SAO PAULO- CL-NICA ESPECIALIZADA,"CANECA ,FREI,R,1245",CERQUEIRA CESAR,,1307908,2094193,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
206,333599.34,7394439.53,355030878000013,3550308005001,78,SE,9,SE,Centro,Centro,SIND TRAB IND MET MEC DE MAT SP-CLIN ESPEC,"CARMO,R,DO,171",CENTRO,31154066.000000,,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
207,337801.43,7391235.83,355030893000107,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,SEDIT SERVICOS MEDICOS UNIDD DE DIALISE,"CHAMANTA,R,1351",PRQ DA MOOCA,61687822.000000,,2065673,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
208,331741.62,7394835.83,355030826000137,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,CLEMENTE FERREIRA DIV TISIOLOGIA-INSTITUTO,"CONSOLACAO,DA,R, 717",CONSOLACAO,2587644.000000,1301000,2057220,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
209,332510.98,7391171.73,355030890000072,3550308005021,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CLINICA NEFROLOGIA STA RITA-CLINEFRO,"CUBATAO,R,1043",V MARIANA,55755357.000000,,2048078,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
210,332521.79,7391075.05,355030890000072,3550308005021,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CLINICA DE  RADIOTERAPIA DR OSWALDO PERES,"CUBATAO,R,1190",V MARIANA,50845188.000000,4013004,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
211,351733.25,7400529.11,355030887000070,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,S MIGUEL-CLINICA  DE NEFROLOGIA,"ESTANISLAU DE MIRANDA,R,18",JD ALTO PEDROSO,61372217.000000,8011710,2048094,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
212,329280.71,7397089.12,355030806000003,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,CLINICA DE NEFROLOGIA CMIN HOSP STA HELENA,"FRANCISCO MATARAZZO,AV, 989",AGUA BRANCA,38655858.000000,5001000.000000,2048302,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
213,330096.79,7396656.69,355030806000012,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,SECONCI-CE,"FRANCISCO MATARAZZO,AV,74",BARRA FUNDA,36645073.000000,5001000,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
214,319105.70,7382288.76,355030819000028,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CLINISUL - SERV MED ZONA SUL,"ITAPECERICA,ESTR,4795",CAPAO REDONDO,55114772.000000,5858001,3185613,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
215,330458.57,7389172.52,355030832000005,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,VACINE,"JAUAPERI,AL,95",MOEMA,50518000.000000,4523011,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
216,332796.93,7384115.18,355030838000147,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,NEFROLAB LABOR DE ANALISE CLINICAS,"JORNALISTAS,DOS,R, 158",CID VARGAS,50113623.000000,4318000,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
217,331550.36,7392460.61,355030890000214,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO DE HEMATOLOGIA DE S PAULO-CE,"LUIZ ANTONIO,AV,BRIG,2533",JARDIM PAULISTA,33726611.000000,1401000.000000,2091410,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
218,332405.60,7392590.72,355030807000074,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,CLINICA DE PROCEDIMENTOS UROLOGICOS - CL-NICA,"MAESTRO CARDIM ,R,769",BELA VISTA,,1323900,3427285,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
219,326745.71,7396749.46,355030848000013,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PRO-NEFRON ASSIST MEDICA SC LTDA-SERV DIAG TER,"MARCELINA,R,470",VILA  ROMANA,38658319.000000,5044010,2039559,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
220,328769.74,7394316.48,355030845000168,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO ONCOCENTRO DE SAO PAULO-CE,"OSCAR FREIRE,R,2396",PINHEIROS,30898755.000000,5409012,2069601,2,Estadual,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
221,336108.63,7390957.01,355030834000010,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SANATORINHOS-CLINICA ESPECIALIZADA (CE),"PATRIOTAS,DOS,R,598",IPIRANGA,61631387.000000,4307030,2688670,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
222,332777.78,7393219.85,355030849000060,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,SINDICATO DOS MOTORISTAS,"PIRAPITINGUI,R,75",LIBERDADE,32075333.000000,1508020.000000,,4,Privado,25,CLINICA ESPECIALIZADA,1,AMBULATORIOS ESPECIALIZADOS,0
223,332407.26,7393863.08,355030807000093,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,"ALFREDO VIEGAS,PROF-COE","HUMAITA,R,520",BELA VISTA,32414403.000000,1321010,2072270,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
224,323484.52,7368342.17,355030855000149,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-COE YVETTE VIEGAS,"JOSE ROSCHEL RODRIGUES,R,113",RECANTO CAMPO BELO,5922-1531,4880130.000000,5012600,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
225,336403.69,7390851.33,355030834000146,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VISCONDE DE ITAUNA -COE,"LINO COUTINHO,R,141",IPIRANGA,22727220.000000,4207001.000000,5380197,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
226,330901.71,7379231.89,355030858000077,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,UMBERTO NASTARI-COE PEDREIRA,"PEDRO FERNANDES ARAGAO,R,305",JD. SELMA,56123024.000000,4431160,2786621,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
227,333268.70,7389733.72,355030890000056,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ADYR AMARAL GURGEL-COE,"S+O SAMUEL,R,70",VILA MARIANA,55494449.000000,4120030.000000,5375711,1,Municipal,27,CLINICA ODONTOLOGICA DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
228,329516.14,7393823.70,355030845000125,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDA?+O PR? SANGUE - HEMOCENTRO DE S+O PAULO,"EN+AS DE CARVALHO AGUIAR,155, 1ª A",CERQUEIRA CESAR,30615444.000000,5403000.000000,2088789,2,Estadual,29,HEMOCENTRO,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
229,336655.75,7395007.56,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,INST BRAS CONTROLE DE CANCER(IBCC)-HOSP/AMB H,"ALCANTARA MACHADO,AV,2576",MOOCA,,,2077590,4,Privado,30,HOSPITAL,7,HOSPITAL,72
230,329541.88,7394041.74,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,PSIQUIATRIA-INSTITUTO (HOSP CLINICAS),"ARNALDO,DR,AV,455",CERQUEIRA CESAR,,,2812703,2,Estadual,30,HOSPITAL,7,HOSPITAL,84
231,332067.60,7389444.30,355030890000149,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DO RIM E HIPERTENS+O - HOSP,"BORGES LAGOA,R,960",VILA CLEMENTINO,50878000.000000,,2089785,4,Privado,30,HOSPITAL,7,HOSPITAL,69
232,332392.16,7389294.96,355030890000148,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,INSTITUTO DE ONCOLOGIA PEDIATRICA (GRAACC) -HOSP,"BOTUCATU,R,743",VILA CLEMENTINO,50808400.000000,4023062,2089696,4,Privado,30,HOSPITAL,7,HOSPITAL,13
233,337874.07,7384450.10,355030868000098,3550308005090,68,SACOMA,13,IPIRANGA,Sul,Sul 1,CLINICA  CHARCOT,"CARLOS LIVIERO,AV,102",V LIVIERO,63319833.000000,4086100,2091623,4,Privado,30,HOSPITAL,7,HOSPITAL,192
234,331661.81,7395498.77,355030826000077,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,ARNALDO V DE CARVALHO-INSTITUTO CANCER,"CESARIO MOTA JR,DR,R,112",V BUARQUE,2227088.000000,1221020,2080125,4,Privado,30,HOSPITAL,7,HOSPITAL,84
235,337186.40,7388279.45,355030868000247,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,HELIOPOLIS-HOSP (UNIDD GESTAO ASSISTENCIAL),"CONEGO XAVIER,R,276",SACOMA,2747600.000000,4231030,2066572,2,Estadual,30,HOSPITAL,7,HOSPITAL,366
236,327698.19,7396126.18,355030860000062,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,AUXILIAR DE COTOXO-HOSP(PERTENCE AO HC),"COTOXO,R,1142",V POMPEIA,30696241.000000,5021010.000000,2078163,2,Estadual,30,HOSPITAL,7,HOSPITAL,130
237,331399.86,7390727.34,355030832000012,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,FUNDACAO ADIB JATENE-HOSP UNIV PESQ/ AMB HOSP,"DANTE PAZZANESE,DR,AV,500",V MARIANA,55491538.000000,4012180,2088495,2,Estadual,30,HOSPITAL,7,HOSPITAL,195
238,339571.96,7408017.14,355030839000116,3550308005136,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,CASA DE DAVID - HOSP,"FERNAO DIAS,ROD,KM2",VILA AIROSA,64551133.000000,2284000,2688522,4,Privado,30,HOSPITAL,7,HOSPITAL,266
239,340536.36,7397835.02,355030889000081,3550308005035,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,JOSE STOROPOLLI - HOSP,"FRANCISCO FANGANIELLO,R,127",PARQUE NOVO MUNDO,69670103.000000,2181160.000000,3212130,1,Municipal,30,HOSPITAL,7,HOSPITAL,182
240,328782.95,7394304.23,355030845000153,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,INST DE TRATAMENTO DO CANCER ITACI -HOSP,"GALENO DE ALMEIDA,R,148",JARDIM AMERICA,30698518.000000,5410030,2688646,4,Privado,30,HOSPITAL,7,HOSPITAL,0
241,338241.08,7403975.86,355030839000004,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,DOM PEDRO II -HOSP GERIATRICO,"GUAPIRA,AV,2674",JACANA,62414411.000000,2265002,2688581,4,Privado,30,HOSPITAL,7,HOSPITAL,0
242,356724.17,7396166.88,355030896000012,3550308005260,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,COMUNITARIO V IOLANDA(PS)-HOSP/ AMB HOSP,"JOSE TEIXEIRA,CABO,R,189",V YOLANDA,65575000.000000,8451010,2091801,4,Privado,30,HOSPITAL,7,HOSPITAL,37
243,332771.94,7390428.34,355030890000014,3550308005021,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO DE ATENCAO INTEGRADA SAUDE MENTAL- CAISM,"MARAGLIANO,MJ,R,241",V MARIANA,50877000.000000,4017030,2688514,4,Privado,30,HOSPITAL,7,HOSPITAL,217
244,331619.14,7392135.01,355030890000199,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO OFTALMOLOGICO TADEU CVINTAL S/C LTDA,"MARIO AMARAL,R,182",PARAISO,30514747.000000,4002020,2091577,4,Privado,30,HOSPITAL,7,HOSPITAL,30
245,356581.85,7389825.64,355030825000208,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - HOSPITAL,"METALURGICOS,DOS,AV,2100",CIDADE TIRADENTES,61706000.000000,8471000.000000,5420938,1,Municipal,30,HOSPITAL,7,HOSPITAL,195
246,338444.63,7404642.15,355030839000018,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,S LUIZ GONZAGA-HOSP UNIV PESQ,"MICHEL OUCHANA,AV,94",JACANA,69825200.000000,2276140,2076896,4,Privado,30,HOSPITAL,7,HOSPITAL,162
247,335010.29,7403190.04,355030882000074,3550308005131,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,JOAO EVANGELISTA-HOSP,"NOVA CANTAREIRA,AV,3050",TUCURUVI,62033222.000000,2340000,2078570,4,Privado,30,HOSPITAL,7,HOSPITAL,36
248,329855.94,7393787.89,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,DAVID CAPISTRANO -  HOSP LOCAL DE SAPOPEMBA,"REBOUÃAS,AV,381",JARDIM PAULISTA,67048005.000000,5401000.000000,5437156.000000,2,Estadual,30,HOSPITAL,7,HOSPITAL,39
249,333074.28,7389428.26,355030890000119,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,CENTRO REFERENCIA DST/AIDS,"SANTA CRUZ,R,81",V MARIANA,50838780.000000,,2077957,2,Estadual,30,HOSPITAL,7,HOSPITAL,48
250,333069.66,7392969.89,355030849000031,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,"SUELI ABUJAMRA,DRA-INSTITUTO","TAMANDARE,R,693",ACLIMACAO,32092944.000000,1525001,2688638,4,Privado,30,HOSPITAL,7,HOSPITAL,16
251,343610.97,7393605.47,355030820000082,3550308005078,20,CARRAO,26,ARICANDUVA,Leste,Leste 1,CASA DA CRIAN?A BETINHO LAR ESPIRITA P/ EXCEPCIONAIS,"VACANGA,R,300",VIL CARRAO,67817366.000000,3433020,2076985,4,Privado,30,HOSPITAL,7,HOSPITAL,89
252,329864.05,7393898.30,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,EMILIO RIBAS(INST DE INFECTOLOGIA)-HOSP/AMB H,"ARNALDO,DR,AV,165",CERQUEIRA CESAR,30628966.000000,,2028840,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,317
253,331513.64,7389403.25,355030832000003,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,ASSOC DE ASSIS A CRIAN?A DEFEITUOSA - AACD,"ASCENDINO REIS,PROF,AV,724",VILA  CLEMENTINO,55760883.000000,,2077655,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,30
254,332329.08,7389543.66,355030890000123,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ASSOC CRUZ VERDE-HOSP,"DIOGO DE FARIA,R,695",VILA  CLEMENTINO,55797335.000000,,2089572,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,200
255,329123.66,7402269.72,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,"MARIO DE MORAES ALTENFELDER SILVA,DR,ESC-HOSP MAT","EMILIO CARLOS,DEP,AV,3100",V N CACHOEIRINHA,38594122.000000,2720200,2079186,1,Municipal,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,197
256,331885.74,7393462.70,355030807000012,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,MENINO JESUS-HOSP INFANTIL,"INGLESES,DOS,R,258",BELA VISTA,32535200.000000,1329000,2078325,1,Municipal,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,66
257,332247.21,7389118.31,355030877000179,3550308005047,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,AMPARO MATERNAL-HOSP/ AMB HOSP,"LOEFGREEN,R,1901",V CLEMENTINO,55748277.000000,4040030,2077388,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,116
258,333982.62,7384609.08,355030838000198,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AGUA FUNDA (DAVI CAPRISTANO DA COSTA FILHO)-HOSP,"MIGUEL ESTEFANO,AV,3030",SAUDE,50777800.000000,,2070766,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,153
259,337617.63,7393217.23,355030853000033,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,"PASCOAL MOREIRA,R,486",MOOCA,66024000.000000,3117000.000000,2091550,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,26
260,320035.29,7401528.39,355030895000067,3550308005111,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,CASA DE SAUDE N SRA DE FATIMA-HOSP,"PAULO ZING, JORNALISTA,AV,393",PIRITUBA,39044500.000000,5157030,2077612,4,Privado,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,140
261,323739.61,7401525.15,355030863000003,3550308005114,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PSIQUIATRICO PINEL-HOSP/ AMB HOSP,"RAIMUNDO PEREIRA DE MAGALHAES,AV,5214",PIRITUBA,39748917.000000,2938000,2077418,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,137
262,325417.95,7389739.80,355030854000063,3550308005104,54,MORUMBI,10,BUTANTA,Oeste,Oeste,DARCY VARGAS-HOSP INFANTIL / AMB HOSP,"SERAFICO A CARVALHO,R,34",JD GUEDALA,37222087.000000,,2071371,2,Estadual,32,HOSPITAL ESPECIALIZADO,7,HOSPITAL,81
263,324941.02,7389044.62,355030854000067,3550308005104,54,MORUMBI,10,BUTANTA,Oeste,Oeste,ALBERT EINSTEIN-HOSP,"ALBERT EISTEIN,AV,627/701",MORUMBI,37471233.000000,5652900.000000,2058391,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,28
264,339332.20,7403519.80,355030839000030,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,VERA CRUZ-HOSP,"ALTO PARAGUAI,R,362",JD MODELO,62415522.000000,2238240.000000,2091763,4,Privado,33,HOSPITAL GERAL,7,HOSPITAL,298
